Date,Price,EPS,PE,Ticker
2003-01-01 00:00:00-05:00,3.6758875846862793,3.17,1.159585988860025,CHD
2003-02-01 00:00:00-05:00,3.7539947032928467,3.17,1.1842254584520022,CHD
2003-03-01 00:00:00-05:00,3.8345563411712646,3.17,1.2096392243442475,CHD
2003-04-01 00:00:00-05:00,3.9747509956359863,3.17,1.2538646673930556,CHD
2003-05-01 00:00:00-04:00,4.015171051025391,3.17,1.266615473509587,CHD
2003-06-01 00:00:00-04:00,4.143660545349121,3.17,1.3071484370186501,CHD
2003-07-01 00:00:00-04:00,4.101883411407471,3.17,1.2939695304124514,CHD
2003-08-01 00:00:00-04:00,4.0449137687683105,3.17,1.2759980343117698,CHD
2003-09-01 00:00:00-04:00,4.440640449523926,3.17,1.4008329493766327,CHD
2003-10-01 00:00:00-04:00,4.730000019073486,3.17,1.4921135706856423,CHD
2003-11-01 00:00:00-05:00,5.141193389892578,3.17,1.621827567789457,CHD
2003-12-01 00:00:00-05:00,5.036085605621338,3.17,1.5886705380508952,CHD
2004-01-01 00:00:00-05:00,5.067878723144531,3.17,1.59869991266389,CHD
2004-02-01 00:00:00-05:00,5.3006086349487305,3.17,1.6721162886273597,CHD
2004-03-01 00:00:00-05:00,5.51870584487915,3.17,1.7409166703088803,CHD
2004-04-01 00:00:00-05:00,5.727677822113037,3.17,1.8068384296886553,CHD
2004-05-01 00:00:00-04:00,5.785019874572754,3.17,1.824927405227998,CHD
2004-06-01 00:00:00-04:00,5.843902111053467,3.17,1.843502243234532,CHD
2004-07-01 00:00:00-04:00,5.639660835266113,3.17,1.7790728186959348,CHD
2004-08-01 00:00:00-04:00,5.740503787994385,3.17,1.8108844757080078,CHD
2004-09-01 00:00:00-04:00,5.383378505706787,3.17,1.6982266579516678,CHD
2004-10-01 00:00:00-04:00,5.222219944000244,3.17,1.6473879949527583,CHD
2004-11-01 00:00:00-05:00,5.989631175994873,3.17,1.8894735570961745,CHD
2004-12-01 00:00:00-05:00,6.462706565856934,3.17,2.0387086958539222,CHD
2005-01-01 00:00:00-05:00,6.618410587310791,3.17,2.087826683694256,CHD
2005-02-01 00:00:00-05:00,6.799102783203125,3.17,2.144827376404771,CHD
2005-03-01 00:00:00-05:00,6.8300042152404785,3.17,2.154575462220971,CHD
2005-04-01 00:00:00-05:00,6.935912609100342,3.17,2.1879850501893823,CHD
2005-05-01 00:00:00-04:00,6.962868690490723,3.17,2.196488545896127,CHD
2005-06-01 00:00:00-04:00,6.982268333435059,3.17,2.2026083070773055,CHD
2005-07-01 00:00:00-04:00,7.242656707763672,3.17,2.2847497500831775,CHD
2005-08-01 00:00:00-04:00,7.360316753387451,3.17,2.321866483718439,CHD
2005-09-01 00:00:00-04:00,7.136374473571777,3.17,2.2512222314106554,CHD
2005-10-01 00:00:00-04:00,6.771249294281006,3.17,2.136040786839434,CHD
2005-11-01 00:00:00-05:00,6.417714595794678,3.17,2.024515645361097,CHD
2005-12-01 00:00:00-05:00,6.392098903656006,3.17,2.0164349853804437,CHD
2006-01-01 00:00:00-05:00,7.121685981750488,3.17,2.2465886377761795,CHD
2006-02-01 00:00:00-05:00,6.682387828826904,3.17,2.108008778809749,CHD
2006-03-01 00:00:00-05:00,7.156700611114502,3.17,2.257634262181231,CHD
2006-04-01 00:00:00-05:00,7.1082444190979,3.17,2.242348397191767,CHD
2006-05-01 00:00:00-04:00,7.007441520690918,3.17,2.210549375612277,CHD
2006-06-01 00:00:00-04:00,7.071035385131836,3.17,2.23061053158733,CHD
2006-07-01 00:00:00-04:00,7.086566925048828,3.17,2.235510070993321,CHD
2006-08-01 00:00:00-04:00,7.474876403808594,3.17,2.3580051747030266,CHD
2006-09-01 00:00:00-04:00,7.60742712020874,3.17,2.3998192808229466,CHD
2006-10-01 00:00:00-04:00,7.891419410705566,3.17,2.489406754165794,CHD
2006-11-01 00:00:00-05:00,8.152068138122559,3.17,2.571630327483457,CHD
2006-12-01 00:00:00-05:00,8.309860229492188,3.17,2.6214070124581035,CHD
2007-01-01 00:00:00-05:00,8.828130722045898,3.17,2.7848992814024918,CHD
2007-02-01 00:00:00-05:00,9.34250545501709,3.17,2.9471626041063375,CHD
2007-03-01 00:00:00-05:00,9.825451850891113,3.17,3.0995116248867864,CHD
